date,CAPE,div_growth,div_yield,earn_yield,PBV,PE,price_sales_ratio,10usy_bond_yield,cons_sent,cons_sent_percent_change,CPIAUCSL_PCH,fed_effective_rate,fed_effect_rate_pch,gdp,gdp_percent_change,pmi_index,unemploy_rate
2015-10-21,25.49,10.43,2.19,4.41,2.58,23.32,1.69,2.03,90.0,3.21,0.1,0.12,-0.02,18332.08,0.14,50.2,5.0
2015-10-22,25.49,10.43,2.19,4.41,2.58,23.35,1.69,2.03,90.0,3.21,0.1,0.12,-0.02,18332.08,0.14,50.2,5.0
2015-10-23,25.49,10.43,2.19,4.41,2.58,23.38,1.69,2.09,90.0,3.21,0.1,0.12,-0.02,18332.08,0.14,50.2,5.0
2015-10-24,25.49,10.43,2.19,4.41,2.58,23.41,1.69,2.09,90.0,3.21,0.1,0.12,-0.02,18332.08,0.14,50.2,5.0
2015-10-25,25.49,10.43,2.19,4.41,2.58,23.45,1.69,2.09,90.0,3.21,0.1,0.12,-0.02,18332.08,0.14,50.2,5.0
2015-10-26,25.49,10.43,2.19,4.41,2.58,23.48,1.69,2.06,90.0,3.21,0.1,0.12,-0.02,18332.08,0.14,50.2,5.0
2015-10-27,25.49,10.43,2.19,4.41,2.58,23.51,1.69,2.04,90.0,3.21,0.1,0.12,-0.02,18332.08,0.14,50.2,5.0
2015-10-28,25.49,10.43,2.19,4.41,2.58,23.54,1.69,2.1,90.0,3.21,0.1,0.12,-0.02,18332.08,0.14,50.2,5.0
2015-10-29,25.49,10.43,2.19,4.41,2.58,23.57,1.69,2.17,90.0,3.21,0.1,0.12,-0.02,18332.08,0.14,50.2,5.0
2015-10-30,25.49,10.43,2.19,4.41,2.58,23.61,1.69,2.15,90.0,3.21,0.1,0.12,-0.02,18332.08,0.14,50.1,5.0
2015-10-31,25.49,10.43,2.11,4.41,2.58,23.64,1.69,2.15,90.0,3.21,0.1,0.12,-0.02,18332.08,0.14,50.1,5.0
2015-11-01,26.23,10.43,2.11,4.23,2.58,23.67,1.69,2.15,91.3,1.44,0.12,0.12,0.0,18332.08,0.14,50.1,5.1
2015-11-02,26.23,10.43,2.11,4.23,2.58,23.67,1.69,2.17,91.3,1.44,0.12,0.12,0.0,18332.08,0.14,50.1,5.1
2015-11-03,26.23,10.43,2.11,4.23,2.58,23.67,1.69,2.21,91.3,1.44,0.12,0.12,0.0,18332.08,0.14,50.1,5.1
2015-11-04,26.23,10.43,2.11,4.23,2.58,23.68,1.69,2.23,91.3,1.44,0.12,0.12,0.0,18332.08,0.14,50.1,5.1
2015-11-05,26.23,10.43,2.11,4.23,2.58,23.68,1.69,2.23,91.3,1.44,0.12,0.12,0.0,18332.08,0.14,50.1,5.1
2015-11-06,26.23,10.43,2.11,4.23,2.58,23.68,1.69,2.33,91.3,1.44,0.12,0.12,0.0,18332.08,0.14,50.1,5.1
2015-11-07,26.23,10.43,2.11,4.23,2.58,23.68,1.69,2.33,91.3,1.44,0.12,0.12,0.0,18332.08,0.14,50.1,5.1
2015-11-08,26.23,10.43,2.11,4.23,2.58,23.69,1.69,2.33,91.3,1.44,0.12,0.12,0.0,18332.08,0.14,50.1,5.1
2015-11-09,26.23,10.43,2.11,4.23,2.58,23.69,1.69,2.34,91.3,1.44,0.12,0.12,0.0,18332.08,0.14,50.1,5.1
2015-11-10,26.23,10.43,2.11,4.23,2.58,23.69,1.69,2.34,91.3,1.44,0.12,0.12,0.0,18332.08,0.14,50.1,5.1
2015-11-11,26.23,10.43,2.11,4.23,2.58,23.69,1.69,2.34,91.3,1.44,0.12,0.12,0.0,18332.08,0.14,50.1,5.1
2015-11-12,26.23,10.43,2.11,4.23,2.58,23.7,1.69,2.31,91.3,1.44,0.12,0.12,0.0,18332.08,0.14,50.1,5.1
2015-11-13,26.23,10.43,2.11,4.23,2.58,23.7,1.69,2.27,91.3,1.44,0.12,0.12,0.0,18332.08,0.14,50.1,5.1
2015-11-14,26.23,10.43,2.11,4.23,2.58,23.7,1.69,2.27,91.3,1.44,0.12,0.12,0.0,18332.08,0.14,50.1,5.1
2015-11-15,26.23,10.43,2.11,4.23,2.58,23.7,1.69,2.27,91.3,1.44,0.12,0.12,0.0,18332.08,0.14,50.1,5.1
2015-11-16,26.23,10.43,2.11,4.23,2.58,23.7,1.69,2.27,91.3,1.44,0.12,0.12,0.0,18332.08,0.14,50.1,5.1
2015-11-17,26.23,10.43,2.11,4.23,2.58,23.71,1.69,2.27,91.3,1.44,0.12,0.12,0.0,18332.08,0.14,50.1,5.1
2015-11-18,26.23,10.43,2.11,4.23,2.58,23.71,1.69,2.27,91.3,1.44,0.12,0.12,0.0,18332.08,0.14,50.1,5.1
2015-11-19,26.23,10.43,2.11,4.23,2.58,23.71,1.69,2.25,91.3,1.44,0.12,0.12,0.0,18332.08,0.14,50.1,5.1
2015-11-20,26.23,10.43,2.11,4.23,2.58,23.71,1.69,2.26,91.3,1.44,0.12,0.12,0.0,18332.08,0.14,50.1,5.1
2015-11-21,26.23,10.43,2.11,4.23,2.58,23.72,1.69,2.26,91.3,1.44,0.12,0.12,0.0,18332.08,0.14,50.1,5.1
2015-11-22,26.23,10.43,2.11,4.23,2.58,23.72,1.69,2.26,91.3,1.44,0.12,0.12,0.0,18332.08,0.14,50.1,5.1
2015-11-23,26.23,10.43,2.11,4.23,2.58,23.72,1.69,2.24,91.3,1.44,0.12,0.12,0.0,18332.08,0.14,50.1,5.1
2015-11-24,26.23,10.43,2.11,4.23,2.58,23.72,1.69,2.24,91.3,1.44,0.12,0.12,0.0,18332.08,0.14,50.1,5.1
2015-11-25,26.23,10.43,2.11,4.23,2.58,23.73,1.69,2.23,91.3,1.44,0.12,0.12,0.0,18332.08,0.14,50.1,5.1
2015-11-26,26.23,10.43,2.11,4.23,2.58,23.73,1.69,2.23,91.3,1.44,0.12,0.12,0.0,18332.08,0.14,50.1,5.1
2015-11-27,26.23,10.43,2.11,4.23,2.58,23.73,1.69,2.22,91.3,1.44,0.12,0.12,0.0,18332.08,0.14,50.1,5.1
2015-11-28,26.23,10.43,2.11,4.23,2.58,23.73,1.69,2.22,91.3,1.44,0.12,0.12,0.0,18332.08,0.14,50.1,5.1
2015-11-29,26.23,10.43,2.11,4.23,2.58,23.74,1.69,2.22,91.3,1.44,0.12,0.12,0.0,18332.08,0.14,50.1,5.1
2015-11-30,26.23,10.43,2.07,4.23,2.58,23.74,1.69,2.21,91.3,1.44,0.12,0.12,0.0,18332.08,0.14,48.6,5.1
2015-12-01,25.97,10.43,2.07,4.21,2.58,23.74,1.69,2.14,92.6,1.42,-0.11,0.24,0.12,18332.08,0.14,48.6,5.0
2015-12-02,25.97,10.43,2.07,4.21,2.58,23.69,1.69,2.18,92.6,1.42,-0.11,0.24,0.12,18332.08,0.14,48.6,5.0
2015-12-03,25.97,10.43,2.07,4.21,2.58,23.64,1.69,2.32,92.6,1.42,-0.11,0.24,0.12,18332.08,0.14,48.6,5.0
2015-12-04,25.97,10.43,2.07,4.21,2.58,23.59,1.69,2.27,92.6,1.42,-0.11,0.24,0.12,18332.08,0.14,48.6,5.0
2015-12-05,25.97,10.43,2.07,4.21,2.58,23.54,1.69,2.27,92.6,1.42,-0.11,0.24,0.12,18332.08,0.14,48.6,5.0
2015-12-06,25.97,10.43,2.07,4.21,2.58,23.49,1.69,2.27,92.6,1.42,-0.11,0.24,0.12,18332.08,0.14,48.6,5.0
2015-12-07,25.97,10.43,2.07,4.21,2.58,23.44,1.69,2.23,92.6,1.42,-0.11,0.24,0.12,18332.08,0.14,48.6,5.0
2015-12-08,25.97,10.43,2.07,4.21,2.58,23.39,1.69,2.22,92.6,1.42,-0.11,0.24,0.12,18332.08,0.14,48.6,5.0
2015-12-09,25.97,10.43,2.07,4.21,2.58,23.34,1.69,2.22,92.6,1.42,-0.11,0.24,0.12,18332.08,0.14,48.6,5.0
2015-12-10,25.97,10.43,2.07,4.21,2.58,23.29,1.69,2.23,92.6,1.42,-0.11,0.24,0.12,18332.08,0.14,48.6,5.0
2015-12-11,25.97,10.43,2.07,4.21,2.58,23.24,1.69,2.13,92.6,1.42,-0.11,0.24,0.12,18332.08,0.14,48.6,5.0
2015-12-12,25.97,10.43,2.07,4.21,2.58,23.19,1.69,2.13,92.6,1.42,-0.11,0.24,0.12,18332.08,0.14,48.6,5.0
2015-12-13,25.97,10.43,2.07,4.21,2.58,23.14,1.69,2.13,92.6,1.42,-0.11,0.24,0.12,18332.08,0.14,48.6,5.0
2015-12-14,25.97,10.43,2.07,4.21,2.58,23.09,1.69,2.22,92.6,1.42,-0.11,0.24,0.12,18332.08,0.14,48.6,5.0
2015-12-15,25.97,10.43,2.07,4.21,2.58,23.04,1.69,2.27,92.6,1.42,-0.11,0.24,0.12,18332.08,0.14,48.6,5.0
2015-12-16,25.97,10.43,2.07,4.21,2.58,22.99,1.69,2.3,92.6,1.42,-0.11,0.24,0.12,18332.08,0.14,48.6,5.0
2015-12-17,25.97,10.43,2.07,4.21,2.58,22.93,1.69,2.22,92.6,1.42,-0.11,0.24,0.12,18332.08,0.14,48.6,5.0
2015-12-18,25.97,10.43,2.07,4.21,2.58,22.88,1.69,2.21,92.6,1.42,-0.11,0.24,0.12,18332.08,0.14,48.6,5.0
2015-12-19,25.97,10.43,2.07,4.21,2.58,22.83,1.69,2.21,92.6,1.42,-0.11,0.24,0.12,18332.08,0.14,48.6,5.0
2015-12-20,25.97,10.43,2.07,4.21,2.58,22.78,1.69,2.21,92.6,1.42,-0.11,0.24,0.12,18332.08,0.14,48.6,5.0
2015-12-21,25.97,10.43,2.07,4.21,2.58,22.73,1.69,2.19,92.6,1.42,-0.11,0.24,0.12,18332.08,0.14,48.6,5.0
2015-12-22,25.97,10.43,2.07,4.21,2.58,22.68,1.69,2.24,92.6,1.42,-0.11,0.24,0.12,18332.08,0.14,48.6,5.0
2015-12-23,25.97,10.43,2.07,4.21,2.58,22.63,1.69,2.26,92.6,1.42,-0.11,0.24,0.12,18332.08,0.14,48.6,5.0
2015-12-24,25.97,10.43,2.07,4.21,2.58,22.58,1.69,2.24,92.6,1.42,-0.11,0.24,0.12,18332.08,0.14,48.6,5.0
2015-12-25,25.97,10.43,2.07,4.21,2.58,22.53,1.69,2.24,92.6,1.42,-0.11,0.24,0.12,18332.08,0.14,48.6,5.0
2015-12-26,25.97,10.43,2.07,4.21,2.58,22.48,1.69,2.24,92.6,1.42,-0.11,0.24,0.12,18332.08,0.14,48.6,5.0
2015-12-27,25.97,10.43,2.07,4.21,2.58,22.43,1.69,2.24,92.6,1.42,-0.11,0.24,0.12,18332.08,0.14,48.6,5.0
2015-12-28,25.97,10.43,2.07,4.21,2.58,22.38,1.69,2.23,92.6,1.42,-0.11,0.24,0.12,18332.08,0.14,48.6,5.0
2015-12-29,25.97,10.43,2.07,4.21,2.58,22.33,1.69,2.31,92.6,1.42,-0.11,0.24,0.12,18332.08,0.14,48.6,5.0
2015-12-30,25.97,10.43,2.07,4.21,2.58,22.28,1.69,2.29,92.6,1.42,-0.11,0.24,0.12,18332.08,0.14,48.6,5.0
2015-12-31,25.97,10.0,2.11,4.21,2.76,22.23,1.81,2.27,92.6,1.42,-0.11,0.24,0.12,18332.08,0.14,48.0,5.0
2016-01-01,24.21,10.0,2.11,4.51,2.76,22.18,1.81,2.27,92.0,-0.65,-0.05,0.34,0.1,18425.31,0.51,48.0,4.8
2016-01-02,24.21,10.0,2.11,4.51,2.76,22.17,1.81,2.27,92.0,-0.65,-0.05,0.34,0.1,18425.31,0.51,48.0,4.8
2016-01-03,24.21,10.0,2.11,4.51,2.76,22.17,1.81,2.27,92.0,-0.65,-0.05,0.34,0.1,18425.31,0.51,48.0,4.8
2016-01-04,24.21,10.0,2.11,4.51,2.76,22.16,1.81,2.25,92.0,-0.65,-0.05,0.34,0.1,18425.31,0.51,48.0,4.8
2016-01-05,24.21,10.0,2.11,4.51,2.76,22.16,1.81,2.24,92.0,-0.65,-0.05,0.34,0.1,18425.31,0.51,48.0,4.8
2016-01-06,24.21,10.0,2.11,4.51,2.76,22.15,1.81,2.17,92.0,-0.65,-0.05,0.34,0.1,18425.31,0.51,48.0,4.8
2016-01-07,24.21,10.0,2.11,4.51,2.76,22.15,1.81,2.15,92.0,-0.65,-0.05,0.34,0.1,18425.31,0.51,48.0,4.8
2016-01-08,24.21,10.0,2.11,4.51,2.76,22.14,1.81,2.12,92.0,-0.65,-0.05,0.34,0.1,18425.31,0.51,48.0,4.8
2016-01-09,24.21,10.0,2.11,4.51,2.76,22.14,1.81,2.12,92.0,-0.65,-0.05,0.34,0.1,18425.31,0.51,48.0,4.8
2016-01-10,24.21,10.0,2.11,4.51,2.76,22.13,1.81,2.12,92.0,-0.65,-0.05,0.34,0.1,18425.31,0.51,48.0,4.8
2016-01-11,24.21,10.0,2.11,4.51,2.76,22.13,1.81,2.18,92.0,-0.65,-0.05,0.34,0.1,18425.31,0.51,48.0,4.8
2016-01-12,24.21,10.0,2.11,4.51,2.76,22.12,1.81,2.1,92.0,-0.65,-0.05,0.34,0.1,18425.31,0.51,48.0,4.8
2016-01-13,24.21,10.0,2.11,4.51,2.76,22.12,1.81,2.1,92.0,-0.65,-0.05,0.34,0.1,18425.31,0.51,48.0,4.8
2016-01-14,24.21,10.0,2.11,4.51,2.76,22.11,1.81,2.09,92.0,-0.65,-0.05,0.34,0.1,18425.31,0.51,48.0,4.8
2016-01-15,24.21,10.0,2.11,4.51,2.76,22.11,1.81,2.04,92.0,-0.65,-0.05,0.34,0.1,18425.31,0.51,48.0,4.8
2016-01-16,24.21,10.0,2.11,4.51,2.76,22.1,1.81,2.04,92.0,-0.65,-0.05,0.34,0.1,18425.31,0.51,48.0,4.8
2016-01-17,24.21,10.0,2.11,4.51,2.76,22.1,1.81,2.04,92.0,-0.65,-0.05,0.34,0.1,18425.31,0.51,48.0,4.8
2016-01-18,24.21,10.0,2.11,4.51,2.76,22.09,1.81,2.04,92.0,-0.65,-0.05,0.34,0.1,18425.31,0.51,48.0,4.8
2016-01-19,24.21,10.0,2.11,4.51,2.76,22.09,1.81,2.06,92.0,-0.65,-0.05,0.34,0.1,18425.31,0.51,48.0,4.8
2016-01-20,24.21,10.0,2.11,4.51,2.76,22.08,1.81,1.98,92.0,-0.65,-0.05,0.34,0.1,18425.31,0.51,48.0,4.8
2016-01-21,24.21,10.0,2.11,4.51,2.76,22.08,1.81,2.03,92.0,-0.65,-0.05,0.34,0.1,18425.31,0.51,48.0,4.8
2016-01-22,24.21,10.0,2.11,4.51,2.76,22.07,1.81,2.05,92.0,-0.65,-0.05,0.34,0.1,18425.31,0.51,48.0,4.8
2016-01-23,24.21,10.0,2.11,4.51,2.76,22.07,1.81,2.05,92.0,-0.65,-0.05,0.34,0.1,18425.31,0.51,48.0,4.8
2016-01-24,24.21,10.0,2.11,4.51,2.76,22.06,1.81,2.05,92.0,-0.65,-0.05,0.34,0.1,18425.31,0.51,48.0,4.8
2016-01-25,24.21,10.0,2.11,4.51,2.76,22.06,1.81,2.0,92.0,-0.65,-0.05,0.34,0.1,18425.31,0.51,48.0,4.8
2016-01-26,24.21,10.0,2.11,4.51,2.76,22.05,1.81,2.0,92.0,-0.65,-0.05,0.34,0.1,18425.31,0.51,48.0,4.8
2016-01-27,24.21,10.0,2.11,4.51,2.76,22.05,1.81,2.0,92.0,-0.65,-0.05,0.34,0.1,18425.31,0.51,48.0,4.8
2016-01-28,24.21,10.0,2.11,4.51,2.76,22.04,1.81,1.98,92.0,-0.65,-0.05,0.34,0.1,18425.31,0.51,48.0,4.8
2016-01-29,24.21,10.0,2.11,4.51,2.76,22.04,1.81,1.92,92.0,-0.65,-0.05,0.34,0.1,18425.31,0.51,48.2,4.8
2016-01-30,24.21,10.0,2.11,4.51,2.76,22.03,1.81,1.92,92.0,-0.65,-0.05,0.34,0.1,18425.31,0.51,48.2,4.8
2016-01-31,24.21,10.0,2.27,4.51,2.76,22.03,1.81,1.92,92.0,-0.65,-0.05,0.34,0.1,18425.31,0.51,48.2,4.8
2016-02-01,24.0,10.0,2.27,4.54,2.76,22.02,1.81,1.95,91.7,-0.33,-0.13,0.38,0.04,18425.31,0.51,48.2,4.9
2016-02-02,24.0,10.0,2.27,4.54,2.76,22.07,1.81,1.84,91.7,-0.33,-0.13,0.38,0.04,18425.31,0.51,48.2,4.9
2016-02-03,24.0,10.0,2.27,4.54,2.76,22.11,1.81,1.89,91.7,-0.33,-0.13,0.38,0.04,18425.31,0.51,48.2,4.9
2016-02-04,24.0,10.0,2.27,4.54,2.76,22.16,1.81,1.84,91.7,-0.33,-0.13,0.38,0.04,18425.31,0.51,48.2,4.9
2016-02-05,24.0,10.0,2.27,4.54,2.76,22.21,1.81,1.84,91.7,-0.33,-0.13,0.38,0.04,18425.31,0.51,48.2,4.9
2016-02-06,24.0,10.0,2.27,4.54,2.76,22.26,1.81,1.84,91.7,-0.33,-0.13,0.38,0.04,18425.31,0.51,48.2,4.9
2016-02-07,24.0,10.0,2.27,4.54,2.76,22.3,1.81,1.84,91.7,-0.33,-0.13,0.38,0.04,18425.31,0.51,48.2,4.9
2016-02-08,24.0,10.0,2.27,4.54,2.76,22.35,1.81,1.75,91.7,-0.33,-0.13,0.38,0.04,18425.31,0.51,48.2,4.9
2016-02-09,24.0,10.0,2.27,4.54,2.76,22.4,1.81,1.73,91.7,-0.33,-0.13,0.38,0.04,18425.31,0.51,48.2,4.9
2016-02-10,24.0,10.0,2.27,4.54,2.76,22.45,1.81,1.67,91.7,-0.33,-0.13,0.38,0.04,18425.31,0.51,48.2,4.9
2016-02-11,24.0,10.0,2.27,4.54,2.76,22.49,1.81,1.66,91.7,-0.33,-0.13,0.38,0.04,18425.31,0.51,48.2,4.9
2016-02-12,24.0,10.0,2.27,4.54,2.76,22.54,1.81,1.75,91.7,-0.33,-0.13,0.38,0.04,18425.31,0.51,48.2,4.9
2016-02-13,24.0,10.0,2.27,4.54,2.76,22.59,1.81,1.75,91.7,-0.33,-0.13,0.38,0.04,18425.31,0.51,48.2,4.9
2016-02-14,24.0,10.0,2.27,4.54,2.76,22.63,1.81,1.75,91.7,-0.33,-0.13,0.38,0.04,18425.31,0.51,48.2,4.9
2016-02-15,24.0,10.0,2.27,4.54,2.76,22.68,1.81,1.75,91.7,-0.33,-0.13,0.38,0.04,18425.31,0.51,48.2,4.9
2016-02-16,24.0,10.0,2.27,4.54,2.76,22.73,1.81,1.78,91.7,-0.33,-0.13,0.38,0.04,18425.31,0.51,48.2,4.9
2016-02-17,24.0,10.0,2.27,4.54,2.76,22.78,1.81,1.82,91.7,-0.33,-0.13,0.38,0.04,18425.31,0.51,48.2,4.9
2016-02-18,24.0,10.0,2.27,4.54,2.76,22.82,1.81,1.74,91.7,-0.33,-0.13,0.38,0.04,18425.31,0.51,48.2,4.9
2016-02-19,24.0,10.0,2.27,4.54,2.76,22.87,1.81,1.74,91.7,-0.33,-0.13,0.38,0.04,18425.31,0.51,48.2,4.9
2016-02-20,24.0,10.0,2.27,4.54,2.76,22.92,1.81,1.74,91.7,-0.33,-0.13,0.38,0.04,18425.31,0.51,48.2,4.9
2016-02-21,24.0,10.0,2.27,4.54,2.76,22.96,1.81,1.74,91.7,-0.33,-0.13,0.38,0.04,18425.31,0.51,48.2,4.9
2016-02-22,24.0,10.0,2.27,4.54,2.76,23.01,1.81,1.76,91.7,-0.33,-0.13,0.38,0.04,18425.31,0.51,48.2,4.9
2016-02-23,24.0,10.0,2.27,4.54,2.76,23.06,1.81,1.72,91.7,-0.33,-0.13,0.38,0.04,18425.31,0.51,48.2,4.9
2016-02-24,24.0,10.0,2.27,4.54,2.76,23.11,1.81,1.75,91.7,-0.33,-0.13,0.38,0.04,18425.31,0.51,48.2,4.9
2016-02-25,24.0,10.0,2.27,4.54,2.76,23.15,1.81,1.72,91.7,-0.33,-0.13,0.38,0.04,18425.31,0.51,48.2,4.9
2016-02-26,24.0,10.0,2.27,4.54,2.76,23.2,1.81,1.77,91.7,-0.33,-0.13,0.38,0.04,18425.31,0.51,48.2,4.9
2016-02-27,24.0,10.0,2.27,4.54,2.76,23.25,1.81,1.77,91.7,-0.33,-0.13,0.38,0.04,18425.31,0.51,48.2,4.9
2016-02-28,24.0,10.0,2.27,4.54,2.76,23.3,1.81,1.77,91.7,-0.33,-0.13,0.38,0.04,18425.31,0.51,48.2,4.9
2016-02-29,24.0,10.0,2.3,4.54,2.76,23.34,1.81,1.74,91.7,-0.33,-0.13,0.38,0.04,18425.31,0.51,49.5,4.9
2016-03-01,25.37,10.0,2.3,4.28,2.76,23.39,1.81,1.83,91.0,-0.76,0.31,0.36,-0.02,18425.31,0.51,49.5,5.0
2016-03-02,25.37,10.0,2.3,4.28,2.76,23.41,1.81,1.84,91.0,-0.76,0.31,0.36,-0.02,18425.31,0.51,49.5,5.0
2016-03-03,25.37,10.0,2.3,4.28,2.76,23.43,1.81,1.84,91.0,-0.76,0.31,0.36,-0.02,18425.31,0.51,49.5,5.0
2016-03-04,25.37,10.0,2.3,4.28,2.76,23.45,1.81,1.88,91.0,-0.76,0.31,0.36,-0.02,18425.31,0.51,49.5,5.0
2016-03-05,25.37,10.0,2.3,4.28,2.76,23.46,1.81,1.88,91.0,-0.76,0.31,0.36,-0.02,18425.31,0.51,49.5,5.0
2016-03-06,25.37,10.0,2.3,4.28,2.76,23.48,1.81,1.88,91.0,-0.76,0.31,0.36,-0.02,18425.31,0.51,49.5,5.0
2016-03-07,25.37,10.0,2.3,4.28,2.76,23.5,1.81,1.91,91.0,-0.76,0.31,0.36,-0.02,18425.31,0.51,49.5,5.0
2016-03-08,25.37,10.0,2.3,4.28,2.76,23.52,1.81,1.83,91.0,-0.76,0.31,0.36,-0.02,18425.31,0.51,49.5,5.0
2016-03-09,25.37,10.0,2.3,4.28,2.76,23.54,1.81,1.88,91.0,-0.76,0.31,0.36,-0.02,18425.31,0.51,49.5,5.0
2016-03-10,25.37,10.0,2.3,4.28,2.76,23.56,1.81,1.94,91.0,-0.76,0.31,0.36,-0.02,18425.31,0.51,49.5,5.0
2016-03-11,25.37,10.0,2.3,4.28,2.76,23.58,1.81,1.99,91.0,-0.76,0.31,0.36,-0.02,18425.31,0.51,49.5,5.0
2016-03-12,25.37,10.0,2.3,4.28,2.76,23.6,1.81,1.99,91.0,-0.76,0.31,0.36,-0.02,18425.31,0.51,49.5,5.0
2016-03-13,25.37,10.0,2.3,4.28,2.76,23.61,1.81,1.99,91.0,-0.76,0.31,0.36,-0.02,18425.31,0.51,49.5,5.0
2016-03-14,25.37,10.0,2.3,4.28,2.76,23.63,1.81,1.96,91.0,-0.76,0.31,0.36,-0.02,18425.31,0.51,49.5,5.0
2016-03-15,25.37,10.0,2.3,4.28,2.76,23.65,1.81,1.97,91.0,-0.76,0.31,0.36,-0.02,18425.31,0.51,49.5,5.0
2016-03-16,25.37,10.0,2.3,4.28,2.76,23.67,1.81,1.91,91.0,-0.76,0.31,0.36,-0.02,18425.31,0.51,49.5,5.0
2016-03-17,25.37,10.0,2.3,4.28,2.76,23.69,1.81,1.9,91.0,-0.76,0.31,0.36,-0.02,18425.31,0.51,49.5,5.0
2016-03-18,25.37,10.0,2.3,4.28,2.76,23.71,1.81,1.88,91.0,-0.76,0.31,0.36,-0.02,18425.31,0.51,49.5,5.0
2016-03-19,25.37,10.0,2.3,4.28,2.76,23.73,1.81,1.88,91.0,-0.76,0.31,0.36,-0.02,18425.31,0.51,49.5,5.0
2016-03-20,25.37,10.0,2.3,4.28,2.76,23.75,1.81,1.88,91.0,-0.76,0.31,0.36,-0.02,18425.31,0.51,49.5,5.0
2016-03-21,25.37,10.0,2.3,4.28,2.76,23.76,1.81,1.92,91.0,-0.76,0.31,0.36,-0.02,18425.31,0.51,49.5,5.0
2016-03-22,25.37,10.0,2.3,4.28,2.76,23.78,1.81,1.94,91.0,-0.76,0.31,0.36,-0.02,18425.31,0.51,49.5,5.0
2016-03-23,25.37,10.0,2.3,4.28,2.76,23.8,1.81,1.88,91.0,-0.76,0.31,0.36,-0.02,18425.31,0.51,49.5,5.0
2016-03-24,25.37,10.0,2.3,4.28,2.76,23.82,1.81,1.9,91.0,-0.76,0.31,0.36,-0.02,18425.31,0.51,49.5,5.0
2016-03-25,25.37,10.0,2.3,4.28,2.76,23.84,1.81,1.9,91.0,-0.76,0.31,0.36,-0.02,18425.31,0.51,49.5,5.0
2016-03-26,25.37,10.0,2.3,4.28,2.76,23.86,1.81,1.9,91.0,-0.76,0.31,0.36,-0.02,18425.31,0.51,49.5,5.0
2016-03-27,25.37,10.0,2.3,4.28,2.76,23.88,1.81,1.9,91.0,-0.76,0.31,0.36,-0.02,18425.31,0.51,49.5,5.0
2016-03-28,25.37,10.0,2.3,4.28,2.76,23.9,1.81,1.89,91.0,-0.76,0.31,0.36,-0.02,18425.31,0.51,49.5,5.0
2016-03-29,25.37,10.0,2.3,4.28,2.76,23.91,1.81,1.8,91.0,-0.76,0.31,0.36,-0.02,18425.31,0.51,49.5,5.0
2016-03-30,25.37,10.0,2.3,4.28,2.76,23.93,1.81,1.82,91.0,-0.76,0.31,0.36,-0.02,18425.31,0.51,49.5,5.0
2016-03-31,25.37,7.52,2.17,4.28,2.74,23.95,1.83,1.78,91.0,-0.76,0.31,0.36,-0.02,18425.31,0.51,51.8,5.0
2016-04-01,25.92,7.52,2.17,4.17,2.74,23.97,1.83,1.78,89.0,-2.2,0.38,0.37,0.01,18611.62,1.01,51.8,5.1
2016-04-02,25.92,7.52,2.17,4.17,2.74,23.96,1.83,1.78,89.0,-2.2,0.38,0.37,0.01,18611.62,1.01,51.8,5.1
2016-04-03,25.92,7.52,2.17,4.17,2.74,23.96,1.83,1.78,89.0,-2.2,0.38,0.37,0.01,18611.62,1.01,51.8,5.1
2016-04-04,25.92,7.52,2.17,4.17,2.74,23.95,1.83,1.77,89.0,-2.2,0.38,0.37,0.01,18611.62,1.01,51.8,5.1
2016-04-05,25.92,7.52,2.17,4.17,2.74,23.95,1.83,1.72,89.0,-2.2,0.38,0.37,0.01,18611.62,1.01,51.8,5.1
2016-04-06,25.92,7.52,2.17,4.17,2.74,23.94,1.83,1.75,89.0,-2.2,0.38,0.37,0.01,18611.62,1.01,51.8,5.1
2016-04-07,25.92,7.52,2.17,4.17,2.74,23.94,1.83,1.69,89.0,-2.2,0.38,0.37,0.01,18611.62,1.01,51.8,5.1
2016-04-08,25.92,7.52,2.17,4.17,2.74,23.93,1.83,1.72,89.0,-2.2,0.38,0.37,0.01,18611.62,1.01,51.8,5.1
2016-04-09,25.92,7.52,2.17,4.17,2.74,23.93,1.83,1.72,89.0,-2.2,0.38,0.37,0.01,18611.62,1.01,51.8,5.1
2016-04-10,25.92,7.52,2.17,4.17,2.74,23.92,1.83,1.72,89.0,-2.2,0.38,0.37,0.01,18611.62,1.01,51.8,5.1
2016-04-11,25.92,7.52,2.17,4.17,2.74,23.92,1.83,1.72,89.0,-2.2,0.38,0.37,0.01,18611.62,1.01,51.8,5.1
2016-04-12,25.92,7.52,2.17,4.17,2.74,23.91,1.83,1.77,89.0,-2.2,0.38,0.37,0.01,18611.62,1.01,51.8,5.1
2016-04-13,25.92,7.52,2.17,4.17,2.74,23.91,1.83,1.76,89.0,-2.2,0.38,0.37,0.01,18611.62,1.01,51.8,5.1
2016-04-14,25.92,7.52,2.17,4.17,2.74,23.9,1.83,1.79,89.0,-2.2,0.38,0.37,0.01,18611.62,1.01,51.8,5.1
2016-04-15,25.92,7.52,2.17,4.17,2.74,23.9,1.83,1.75,89.0,-2.2,0.38,0.37,0.01,18611.62,1.01,51.8,5.1
2016-04-16,25.92,7.52,2.17,4.17,2.74,23.89,1.83,1.75,89.0,-2.2,0.38,0.37,0.01,18611.62,1.01,51.8,5.1
