date,CAPE,div_growth,div_yield,earn_yield,PBV,PE,price_sales_ratio,10usy_bond_yield,cons_sent,cons_sent_percent_change,CPIAUCSL_PCH,fed_effective_rate,fed_effect_rate_pch,gdp,gdp_percent_change,pmi_index,unemploy_rate
2004-01-01,27.66,8.16,1.61,4.4,3.03,22.73,1.56,4.26,103.8,12.1,0.43,1.0,0.02,11923.45,1.28,60.8,5.7
2004-01-02,27.66,8.16,1.61,4.4,3.03,22.72,1.56,4.37,103.8,12.1,0.43,1.0,0.02,11923.45,1.28,60.8,5.7
2004-01-03,27.66,8.16,1.61,4.4,3.03,22.71,1.56,4.37,103.8,12.1,0.43,1.0,0.02,11923.45,1.28,60.8,5.7
2004-01-04,27.66,8.16,1.61,4.4,3.03,22.7,1.56,4.37,103.8,12.1,0.43,1.0,0.02,11923.45,1.28,60.8,5.7
2004-01-05,27.66,8.16,1.61,4.4,3.03,22.7,1.56,4.39,103.8,12.1,0.43,1.0,0.02,11923.45,1.28,60.8,5.7
2004-01-06,27.66,8.16,1.61,4.4,3.03,22.69,1.56,4.28,103.8,12.1,0.43,1.0,0.02,11923.45,1.28,60.8,5.7
2004-01-07,27.66,8.16,1.61,4.4,3.03,22.68,1.56,4.25,103.8,12.1,0.43,1.0,0.02,11923.45,1.28,60.8,5.7
2004-01-08,27.66,8.16,1.61,4.4,3.03,22.67,1.56,4.25,103.8,12.1,0.43,1.0,0.02,11923.45,1.28,60.8,5.7
2004-01-09,27.66,8.16,1.61,4.4,3.03,22.66,1.56,4.09,103.8,12.1,0.43,1.0,0.02,11923.45,1.28,60.8,5.7
2004-01-10,27.66,8.16,1.61,4.4,3.03,22.65,1.56,4.09,103.8,12.1,0.43,1.0,0.02,11923.45,1.28,60.8,5.7
2004-01-11,27.66,8.16,1.61,4.4,3.03,22.64,1.56,4.09,103.8,12.1,0.43,1.0,0.02,11923.45,1.28,60.8,5.7
2004-01-12,27.66,8.16,1.61,4.4,3.03,22.63,1.56,4.08,103.8,12.1,0.43,1.0,0.02,11923.45,1.28,60.8,5.7
2004-01-13,27.66,8.16,1.61,4.4,3.03,22.63,1.56,4.03,103.8,12.1,0.43,1.0,0.02,11923.45,1.28,60.8,5.7
2004-01-14,27.66,8.16,1.61,4.4,3.03,22.62,1.56,3.99,103.8,12.1,0.43,1.0,0.02,11923.45,1.28,60.8,5.7
2004-01-15,27.66,8.16,1.61,4.4,3.03,22.61,1.56,3.97,103.8,12.1,0.43,1.0,0.02,11923.45,1.28,60.8,5.7
2004-01-16,27.66,8.16,1.61,4.4,3.03,22.6,1.56,4.01,103.8,12.1,0.43,1.0,0.02,11923.45,1.28,60.8,5.7
2004-01-17,27.66,8.16,1.61,4.4,3.03,22.59,1.56,4.01,103.8,12.1,0.43,1.0,0.02,11923.45,1.28,60.8,5.7
2004-01-18,27.66,8.16,1.61,4.4,3.03,22.58,1.56,4.01,103.8,12.1,0.43,1.0,0.02,11923.45,1.28,60.8,5.7
2004-01-19,27.66,8.16,1.61,4.4,3.03,22.57,1.56,4.01,103.8,12.1,0.43,1.0,0.02,11923.45,1.28,60.8,5.7
2004-01-20,27.66,8.16,1.61,4.4,3.03,22.56,1.56,4.06,103.8,12.1,0.43,1.0,0.02,11923.45,1.28,60.8,5.7
2004-01-21,27.66,8.16,1.61,4.4,3.03,22.56,1.56,4.04,103.8,12.1,0.43,1.0,0.02,11923.45,1.28,60.8,5.7
2004-01-22,27.66,8.16,1.61,4.4,3.03,22.55,1.56,3.97,103.8,12.1,0.43,1.0,0.02,11923.45,1.28,60.8,5.7
2004-01-23,27.66,8.16,1.61,4.4,3.03,22.54,1.56,4.07,103.8,12.1,0.43,1.0,0.02,11923.45,1.28,60.8,5.7
2004-01-24,27.66,8.16,1.61,4.4,3.03,22.53,1.56,4.07,103.8,12.1,0.43,1.0,0.02,11923.45,1.28,60.8,5.7
2004-01-25,27.66,8.16,1.61,4.4,3.03,22.52,1.56,4.07,103.8,12.1,0.43,1.0,0.02,11923.45,1.28,60.8,5.7
2004-01-26,27.66,8.16,1.61,4.4,3.03,22.51,1.56,4.14,103.8,12.1,0.43,1.0,0.02,11923.45,1.28,60.8,5.7
2004-01-27,27.66,8.16,1.61,4.4,3.03,22.5,1.56,4.09,103.8,12.1,0.43,1.0,0.02,11923.45,1.28,60.8,5.7
2004-01-28,27.66,8.16,1.61,4.4,3.03,22.49,1.56,4.2,103.8,12.1,0.43,1.0,0.02,11923.45,1.28,60.8,5.7
2004-01-29,27.66,8.16,1.61,4.4,3.03,22.49,1.56,4.2,103.8,12.1,0.43,1.0,0.02,11923.45,1.28,60.8,5.7
2004-01-30,27.66,8.16,1.61,4.4,3.03,22.48,1.56,4.14,103.8,12.1,0.43,1.0,0.02,11923.45,1.28,60.8,5.7
2004-01-31,27.66,8.16,1.55,4.4,3.03,22.47,1.56,4.14,103.8,12.1,0.43,1.0,0.02,11923.45,1.28,60.8,5.7
2004-02-01,27.65,8.16,1.55,4.45,3.03,22.46,1.56,4.14,94.4,-9.06,0.21,1.01,0.01,11923.45,1.28,59.9,5.6
2004-02-02,27.65,8.16,1.55,4.45,3.03,22.43,1.56,4.15,94.4,-9.06,0.21,1.01,0.01,11923.45,1.28,59.9,5.6
2004-02-03,27.65,8.16,1.55,4.45,3.03,22.4,1.56,4.1,94.4,-9.06,0.21,1.01,0.01,11923.45,1.28,59.9,5.6
2004-02-04,27.65,8.16,1.55,4.45,3.03,22.37,1.56,4.12,94.4,-9.06,0.21,1.01,0.01,11923.45,1.28,59.9,5.6
2004-02-05,27.65,8.16,1.55,4.45,3.03,22.34,1.56,4.17,94.4,-9.06,0.21,1.01,0.01,11923.45,1.28,59.9,5.6
2004-02-06,27.65,8.16,1.55,4.45,3.03,22.31,1.56,4.09,94.4,-9.06,0.21,1.01,0.01,11923.45,1.28,59.9,5.6
2004-02-07,27.65,8.16,1.55,4.45,3.03,22.28,1.56,4.09,94.4,-9.06,0.21,1.01,0.01,11923.45,1.28,59.9,5.6
2004-02-08,27.65,8.16,1.55,4.45,3.03,22.25,1.56,4.09,94.4,-9.06,0.21,1.01,0.01,11923.45,1.28,59.9,5.6
2004-02-09,27.65,8.16,1.55,4.45,3.03,22.23,1.56,4.07,94.4,-9.06,0.21,1.01,0.01,11923.45,1.28,59.9,5.6
2004-02-10,27.65,8.16,1.55,4.45,3.03,22.2,1.56,4.1,94.4,-9.06,0.21,1.01,0.01,11923.45,1.28,59.9,5.6
2004-02-11,27.65,8.16,1.55,4.45,3.03,22.17,1.56,4.02,94.4,-9.06,0.21,1.01,0.01,11923.45,1.28,59.9,5.6
2004-02-12,27.65,8.16,1.55,4.45,3.03,22.14,1.56,4.06,94.4,-9.06,0.21,1.01,0.01,11923.45,1.28,59.9,5.6
2004-02-13,27.65,8.16,1.55,4.45,3.03,22.11,1.56,4.05,94.4,-9.06,0.21,1.01,0.01,11923.45,1.28,59.9,5.6
2004-02-14,27.65,8.16,1.55,4.45,3.03,22.08,1.56,4.05,94.4,-9.06,0.21,1.01,0.01,11923.45,1.28,59.9,5.6
2004-02-15,27.65,8.16,1.55,4.45,3.03,22.05,1.56,4.05,94.4,-9.06,0.21,1.01,0.01,11923.45,1.28,59.9,5.6
2004-02-16,27.65,8.16,1.55,4.45,3.03,22.02,1.56,4.05,94.4,-9.06,0.21,1.01,0.01,11923.45,1.28,59.9,5.6
2004-02-17,27.65,8.16,1.55,4.45,3.03,21.99,1.56,4.05,94.4,-9.06,0.21,1.01,0.01,11923.45,1.28,59.9,5.6
2004-02-18,27.65,8.16,1.55,4.45,3.03,21.96,1.56,4.05,94.4,-9.06,0.21,1.01,0.01,11923.45,1.28,59.9,5.6
2004-02-19,27.65,8.16,1.55,4.45,3.03,21.93,1.56,4.05,94.4,-9.06,0.21,1.01,0.01,11923.45,1.28,59.9,5.6
2004-02-20,27.65,8.16,1.55,4.45,3.03,21.9,1.56,4.1,94.4,-9.06,0.21,1.01,0.01,11923.45,1.28,59.9,5.6
2004-02-21,27.65,8.16,1.55,4.45,3.03,21.87,1.56,4.1,94.4,-9.06,0.21,1.01,0.01,11923.45,1.28,59.9,5.6
2004-02-22,27.65,8.16,1.55,4.45,3.03,21.84,1.56,4.1,94.4,-9.06,0.21,1.01,0.01,11923.45,1.28,59.9,5.6
2004-02-23,27.65,8.16,1.55,4.45,3.03,21.82,1.56,4.05,94.4,-9.06,0.21,1.01,0.01,11923.45,1.28,59.9,5.6
2004-02-24,27.65,8.16,1.55,4.45,3.03,21.79,1.56,4.03,94.4,-9.06,0.21,1.01,0.01,11923.45,1.28,59.9,5.6
2004-02-25,27.65,8.16,1.55,4.45,3.03,21.76,1.56,4.01,94.4,-9.06,0.21,1.01,0.01,11923.45,1.28,59.9,5.6
2004-02-26,27.65,8.16,1.55,4.45,3.03,21.73,1.56,4.05,94.4,-9.06,0.21,1.01,0.01,11923.45,1.28,59.9,5.6
2004-02-27,27.65,8.16,1.55,4.45,3.03,21.7,1.56,3.98,94.4,-9.06,0.21,1.01,0.01,11923.45,1.28,59.9,5.6
2004-02-28,27.65,8.16,1.55,4.45,3.03,21.67,1.56,3.98,94.4,-9.06,0.21,1.01,0.01,11923.45,1.28,59.9,5.6
2004-02-29,27.65,8.16,1.56,4.45,3.03,21.64,1.56,3.98,94.4,-9.06,0.21,1.01,0.01,11923.45,1.28,59.9,5.6
2004-03-01,26.89,8.16,1.56,4.63,3.03,21.61,1.56,3.99,95.8,1.48,0.21,1.0,-0.01,11923.45,1.28,60.6,5.8
2004-03-02,26.89,8.16,1.56,4.63,3.03,21.6,1.56,4.05,95.8,1.48,0.21,1.0,-0.01,11923.45,1.28,60.6,5.8
2004-03-03,26.89,8.16,1.56,4.63,3.03,21.59,1.56,4.06,95.8,1.48,0.21,1.0,-0.01,11923.45,1.28,60.6,5.8
2004-03-04,26.89,8.16,1.56,4.63,3.03,21.57,1.56,4.03,95.8,1.48,0.21,1.0,-0.01,11923.45,1.28,60.6,5.8
2004-03-05,26.89,8.16,1.56,4.63,3.03,21.56,1.56,3.83,95.8,1.48,0.21,1.0,-0.01,11923.45,1.28,60.6,5.8
2004-03-06,26.89,8.16,1.56,4.63,3.03,21.55,1.56,3.83,95.8,1.48,0.21,1.0,-0.01,11923.45,1.28,60.6,5.8
2004-03-07,26.89,8.16,1.56,4.63,3.03,21.54,1.56,3.83,95.8,1.48,0.21,1.0,-0.01,11923.45,1.28,60.6,5.8
2004-03-08,26.89,8.16,1.56,4.63,3.03,21.52,1.56,3.78,95.8,1.48,0.21,1.0,-0.01,11923.45,1.28,60.6,5.8
2004-03-09,26.89,8.16,1.56,4.63,3.03,21.51,1.56,3.72,95.8,1.48,0.21,1.0,-0.01,11923.45,1.28,60.6,5.8
2004-03-10,26.89,8.16,1.56,4.63,3.03,21.5,1.56,3.74,95.8,1.48,0.21,1.0,-0.01,11923.45,1.28,60.6,5.8
2004-03-11,26.89,8.16,1.56,4.63,3.03,21.49,1.56,3.75,95.8,1.48,0.21,1.0,-0.01,11923.45,1.28,60.6,5.8
2004-03-12,26.89,8.16,1.56,4.63,3.03,21.48,1.56,3.76,95.8,1.48,0.21,1.0,-0.01,11923.45,1.28,60.6,5.8
2004-03-13,26.89,8.16,1.56,4.63,3.03,21.46,1.56,3.76,95.8,1.48,0.21,1.0,-0.01,11923.45,1.28,60.6,5.8
2004-03-14,26.89,8.16,1.56,4.63,3.03,21.45,1.56,3.76,95.8,1.48,0.21,1.0,-0.01,11923.45,1.28,60.6,5.8
2004-03-15,26.89,8.16,1.56,4.63,3.03,21.44,1.56,3.77,95.8,1.48,0.21,1.0,-0.01,11923.45,1.28,60.6,5.8
2004-03-16,26.89,8.16,1.56,4.63,3.03,21.43,1.56,3.69,95.8,1.48,0.21,1.0,-0.01,11923.45,1.28,60.6,5.8
2004-03-17,26.89,8.16,1.56,4.63,3.03,21.41,1.56,3.68,95.8,1.48,0.21,1.0,-0.01,11923.45,1.28,60.6,5.8
2004-03-18,26.89,8.16,1.56,4.63,3.03,21.4,1.56,3.75,95.8,1.48,0.21,1.0,-0.01,11923.45,1.28,60.6,5.8
2004-03-19,26.89,8.16,1.56,4.63,3.03,21.39,1.56,3.79,95.8,1.48,0.21,1.0,-0.01,11923.45,1.28,60.6,5.8
2004-03-20,26.89,8.16,1.56,4.63,3.03,21.38,1.56,3.79,95.8,1.48,0.21,1.0,-0.01,11923.45,1.28,60.6,5.8
2004-03-21,26.89,8.16,1.56,4.63,3.03,21.36,1.56,3.79,95.8,1.48,0.21,1.0,-0.01,11923.45,1.28,60.6,5.8
2004-03-22,26.89,8.16,1.56,4.63,3.03,21.35,1.56,3.72,95.8,1.48,0.21,1.0,-0.01,11923.45,1.28,60.6,5.8
2004-03-23,26.89,8.16,1.56,4.63,3.03,21.34,1.56,3.71,95.8,1.48,0.21,1.0,-0.01,11923.45,1.28,60.6,5.8
2004-03-24,26.89,8.16,1.56,4.63,3.03,21.33,1.56,3.71,95.8,1.48,0.21,1.0,-0.01,11923.45,1.28,60.6,5.8
2004-03-25,26.89,8.16,1.56,4.63,3.03,21.32,1.56,3.74,95.8,1.48,0.21,1.0,-0.01,11923.45,1.28,60.6,5.8
2004-03-26,26.89,8.16,1.56,4.63,3.03,21.3,1.56,3.84,95.8,1.48,0.21,1.0,-0.01,11923.45,1.28,60.6,5.8
2004-03-27,26.89,8.16,1.56,4.63,3.03,21.29,1.56,3.84,95.8,1.48,0.21,1.0,-0.01,11923.45,1.28,60.6,5.8
2004-03-28,26.89,8.16,1.56,4.63,3.03,21.28,1.56,3.84,95.8,1.48,0.21,1.0,-0.01,11923.45,1.28,60.6,5.8
2004-03-29,26.89,8.16,1.56,4.63,3.03,21.27,1.56,3.89,95.8,1.48,0.21,1.0,-0.01,11923.45,1.28,60.6,5.8
2004-03-30,26.89,8.16,1.56,4.63,3.03,21.25,1.56,3.9,95.8,1.48,0.21,1.0,-0.01,11923.45,1.28,60.6,5.8
2004-03-31,26.89,11.09,1.6,4.63,2.99,21.24,1.55,3.84,95.8,1.48,0.21,1.0,-0.01,11923.45,1.28,60.6,5.8
2004-04-01,26.9,11.09,1.6,4.71,2.99,21.23,1.55,3.9,94.2,-1.67,0.16,1.0,0.0,12112.82,1.59,60.6,5.6
2004-04-02,26.9,11.09,1.6,4.71,2.99,21.19,1.55,4.14,94.2,-1.67,0.16,1.0,0.0,12112.82,1.59,60.6,5.6
2004-04-03,26.9,11.09,1.6,4.71,2.99,21.16,1.55,4.14,94.2,-1.67,0.16,1.0,0.0,12112.82,1.59,60.6,5.6
2004-04-04,26.9,11.09,1.6,4.71,2.99,21.12,1.55,4.14,94.2,-1.67,0.16,1.0,0.0,12112.82,1.59,60.6,5.6
2004-04-05,26.9,11.09,1.6,4.71,2.99,21.08,1.55,4.22,94.2,-1.67,0.16,1.0,0.0,12112.82,1.59,60.6,5.6
2004-04-06,26.9,11.09,1.6,4.71,2.99,21.05,1.55,4.17,94.2,-1.67,0.16,1.0,0.0,12112.82,1.59,60.6,5.6
2004-04-07,26.9,11.09,1.6,4.71,2.99,21.01,1.55,4.17,94.2,-1.67,0.16,1.0,0.0,12112.82,1.59,60.6,5.6
2004-04-08,26.9,11.09,1.6,4.71,2.99,20.98,1.55,4.2,94.2,-1.67,0.16,1.0,0.0,12112.82,1.59,60.6,5.6
2004-04-09,26.9,11.09,1.6,4.71,2.99,20.94,1.55,4.2,94.2,-1.67,0.16,1.0,0.0,12112.82,1.59,60.6,5.6
2004-04-10,26.9,11.09,1.6,4.71,2.99,20.9,1.55,4.2,94.2,-1.67,0.16,1.0,0.0,12112.82,1.59,60.6,5.6
2004-04-11,26.9,11.09,1.6,4.71,2.99,20.87,1.55,4.2,94.2,-1.67,0.16,1.0,0.0,12112.82,1.59,60.6,5.6
2004-04-12,26.9,11.09,1.6,4.71,2.99,20.83,1.55,4.23,94.2,-1.67,0.16,1.0,0.0,12112.82,1.59,60.6,5.6
2004-04-13,26.9,11.09,1.6,4.71,2.99,20.79,1.55,4.34,94.2,-1.67,0.16,1.0,0.0,12112.82,1.59,60.6,5.6
2004-04-14,26.9,11.09,1.6,4.71,2.99,20.76,1.55,4.38,94.2,-1.67,0.16,1.0,0.0,12112.82,1.59,60.6,5.6
2004-04-15,26.9,11.09,1.6,4.71,2.99,20.72,1.55,4.4,94.2,-1.67,0.16,1.0,0.0,12112.82,1.59,60.6,5.6
2004-04-16,26.9,11.09,1.6,4.71,2.99,20.68,1.55,4.35,94.2,-1.67,0.16,1.0,0.0,12112.82,1.59,60.6,5.6
2004-04-17,26.9,11.09,1.6,4.71,2.99,20.65,1.55,4.35,94.2,-1.67,0.16,1.0,0.0,12112.82,1.59,60.6,5.6
2004-04-18,26.9,11.09,1.6,4.71,2.99,20.61,1.55,4.35,94.2,-1.67,0.16,1.0,0.0,12112.82,1.59,60.6,5.6
2004-04-19,26.9,11.09,1.6,4.71,2.99,20.58,1.55,4.37,94.2,-1.67,0.16,1.0,0.0,12112.82,1.59,60.6,5.6
2004-04-20,26.9,11.09,1.6,4.71,2.99,20.54,1.55,4.42,94.2,-1.67,0.16,1.0,0.0,12112.82,1.59,60.6,5.6
2004-04-21,26.9,11.09,1.6,4.71,2.99,20.5,1.55,4.42,94.2,-1.67,0.16,1.0,0.0,12112.82,1.59,60.6,5.6
2004-04-22,26.9,11.09,1.6,4.71,2.99,20.47,1.55,4.37,94.2,-1.67,0.16,1.0,0.0,12112.82,1.59,60.6,5.6
2004-04-23,26.9,11.09,1.6,4.71,2.99,20.43,1.55,4.45,94.2,-1.67,0.16,1.0,0.0,12112.82,1.59,60.6,5.6
2004-04-24,26.9,11.09,1.6,4.71,2.99,20.39,1.55,4.45,94.2,-1.67,0.16,1.0,0.0,12112.82,1.59,60.6,5.6
2004-04-25,26.9,11.09,1.6,4.71,2.99,20.36,1.55,4.45,94.2,-1.67,0.16,1.0,0.0,12112.82,1.59,60.6,5.6
2004-04-26,26.9,11.09,1.6,4.71,2.99,20.32,1.55,4.43,94.2,-1.67,0.16,1.0,0.0,12112.82,1.59,60.6,5.6
2004-04-27,26.9,11.09,1.6,4.71,2.99,20.29,1.55,4.4,94.2,-1.67,0.16,1.0,0.0,12112.82,1.59,60.6,5.6
2004-04-28,26.9,11.09,1.6,4.71,2.99,20.25,1.55,4.47,94.2,-1.67,0.16,1.0,0.0,12112.82,1.59,60.6,5.6
2004-04-29,26.9,11.09,1.6,4.71,2.99,20.21,1.55,4.54,94.2,-1.67,0.16,1.0,0.0,12112.82,1.59,60.6,5.6
2004-04-30,26.9,11.09,1.61,4.71,2.99,20.18,1.55,4.5,94.2,-1.67,0.16,1.0,0.0,12112.82,1.59,60.6,5.6
2004-05-01,25.9,11.09,1.61,4.97,2.99,20.14,1.55,4.5,90.2,-4.25,0.43,1.0,0.0,12112.82,1.59,61.4,5.6
2004-05-02,25.9,11.09,1.61,4.97,2.99,20.14,1.55,4.5,90.2,-4.25,0.43,1.0,0.0,12112.82,1.59,61.4,5.6
2004-05-03,25.9,11.09,1.61,4.97,2.99,20.14,1.55,4.5,90.2,-4.25,0.43,1.0,0.0,12112.82,1.59,61.4,5.6
2004-05-04,25.9,11.09,1.61,4.97,2.99,20.14,1.55,4.54,90.2,-4.25,0.43,1.0,0.0,12112.82,1.59,61.4,5.6
2004-05-05,25.9,11.09,1.61,4.97,2.99,20.14,1.55,4.57,90.2,-4.25,0.43,1.0,0.0,12112.82,1.59,61.4,5.6
2004-05-06,25.9,11.09,1.61,4.97,2.99,20.14,1.55,4.6,90.2,-4.25,0.43,1.0,0.0,12112.82,1.59,61.4,5.6
2004-05-07,25.9,11.09,1.61,4.97,2.99,20.15,1.55,4.77,90.2,-4.25,0.43,1.0,0.0,12112.82,1.59,61.4,5.6
2004-05-08,25.9,11.09,1.61,4.97,2.99,20.15,1.55,4.77,90.2,-4.25,0.43,1.0,0.0,12112.82,1.59,61.4,5.6
2004-05-09,25.9,11.09,1.61,4.97,2.99,20.15,1.55,4.77,90.2,-4.25,0.43,1.0,0.0,12112.82,1.59,61.4,5.6
2004-05-10,25.9,11.09,1.61,4.97,2.99,20.15,1.55,4.78,90.2,-4.25,0.43,1.0,0.0,12112.82,1.59,61.4,5.6
2004-05-11,25.9,11.09,1.61,4.97,2.99,20.15,1.55,4.77,90.2,-4.25,0.43,1.0,0.0,12112.82,1.59,61.4,5.6
2004-05-12,25.9,11.09,1.61,4.97,2.99,20.15,1.55,4.8,90.2,-4.25,0.43,1.0,0.0,12112.82,1.59,61.4,5.6
2004-05-13,25.9,11.09,1.61,4.97,2.99,20.15,1.55,4.85,90.2,-4.25,0.43,1.0,0.0,12112.82,1.59,61.4,5.6
2004-05-14,25.9,11.09,1.61,4.97,2.99,20.15,1.55,4.79,90.2,-4.25,0.43,1.0,0.0,12112.82,1.59,61.4,5.6
2004-05-15,25.9,11.09,1.61,4.97,2.99,20.15,1.55,4.79,90.2,-4.25,0.43,1.0,0.0,12112.82,1.59,61.4,5.6
2004-05-16,25.9,11.09,1.61,4.97,2.99,20.15,1.55,4.79,90.2,-4.25,0.43,1.0,0.0,12112.82,1.59,61.4,5.6
2004-05-17,25.9,11.09,1.61,4.97,2.99,20.16,1.55,4.7,90.2,-4.25,0.43,1.0,0.0,12112.82,1.59,61.4,5.6
2004-05-18,25.9,11.09,1.61,4.97,2.99,20.16,1.55,4.74,90.2,-4.25,0.43,1.0,0.0,12112.82,1.59,61.4,5.6
2004-05-19,25.9,11.09,1.61,4.97,2.99,20.16,1.55,4.79,90.2,-4.25,0.43,1.0,0.0,12112.82,1.59,61.4,5.6
2004-05-20,25.9,11.09,1.61,4.97,2.99,20.16,1.55,4.72,90.2,-4.25,0.43,1.0,0.0,12112.82,1.59,61.4,5.6
2004-05-21,25.9,11.09,1.61,4.97,2.99,20.16,1.55,4.76,90.2,-4.25,0.43,1.0,0.0,12112.82,1.59,61.4,5.6
2004-05-22,25.9,11.09,1.61,4.97,2.99,20.16,1.55,4.76,90.2,-4.25,0.43,1.0,0.0,12112.82,1.59,61.4,5.6
2004-05-23,25.9,11.09,1.61,4.97,2.99,20.16,1.55,4.76,90.2,-4.25,0.43,1.0,0.0,12112.82,1.59,61.4,5.6
2004-05-24,25.9,11.09,1.61,4.97,2.99,20.16,1.55,4.74,90.2,-4.25,0.43,1.0,0.0,12112.82,1.59,61.4,5.6
2004-05-25,25.9,11.09,1.61,4.97,2.99,20.16,1.55,4.72,90.2,-4.25,0.43,1.0,0.0,12112.82,1.59,61.4,5.6
2004-05-26,25.9,11.09,1.61,4.97,2.99,20.16,1.55,4.67,90.2,-4.25,0.43,1.0,0.0,12112.82,1.59,61.4,5.6
2004-05-27,25.9,11.09,1.61,4.97,2.99,20.17,1.55,4.59,90.2,-4.25,0.43,1.0,0.0,12112.82,1.59,61.4,5.6
2004-05-28,25.9,11.09,1.61,4.97,2.99,20.17,1.55,4.66,90.2,-4.25,0.43,1.0,0.0,12112.82,1.59,61.4,5.6
2004-05-29,25.9,11.09,1.61,4.97,2.99,20.17,1.55,4.66,90.2,-4.25,0.43,1.0,0.0,12112.82,1.59,61.4,5.6
2004-05-30,25.9,11.09,1.61,4.97,2.99,20.17,1.55,4.66,90.2,-4.25,0.43,1.0,0.0,12112.82,1.59,61.4,5.6
2004-05-31,25.9,11.09,1.67,4.97,2.99,20.17,1.55,4.66,90.2,-4.25,0.43,1.0,0.0,12112.82,1.59,61.4,5.6
2004-06-01,26.4,11.09,1.67,4.96,2.99,20.17,1.55,4.7,95.6,5.99,0.37,1.03,0.03,12112.82,1.59,60.5,5.6
2004-06-02,26.4,11.09,1.67,4.96,2.99,20.15,1.55,4.73,95.6,5.99,0.37,1.03,0.03,12112.82,1.59,60.5,5.6
2004-06-03,26.4,11.09,1.67,4.96,2.99,20.13,1.55,4.71,95.6,5.99,0.37,1.03,0.03,12112.82,1.59,60.5,5.6
2004-06-04,26.4,11.09,1.67,4.96,2.99,20.1,1.55,4.77,95.6,5.99,0.37,1.03,0.03,12112.82,1.59,60.5,5.6
2004-06-05,26.4,11.09,1.67,4.96,2.99,20.08,1.55,4.77,95.6,5.99,0.37,1.03,0.03,12112.82,1.59,60.5,5.6
2004-06-06,26.4,11.09,1.67,4.96,2.99,20.06,1.55,4.77,95.6,5.99,0.37,1.03,0.03,12112.82,1.59,60.5,5.6
2004-06-07,26.4,11.09,1.67,4.96,2.99,20.04,1.55,4.76,95.6,5.99,0.37,1.03,0.03,12112.82,1.59,60.5,5.6
2004-06-08,26.4,11.09,1.67,4.96,2.99,20.02,1.55,4.77,95.6,5.99,0.37,1.03,0.03,12112.82,1.59,60.5,5.6
2004-06-09,26.4,11.09,1.67,4.96,2.99,19.99,1.55,4.81,95.6,5.99,0.37,1.03,0.03,12112.82,1.59,60.5,5.6
2004-06-10,26.4,11.09,1.67,4.96,2.99,19.97,1.55,4.79,95.6,5.99,0.37,1.03,0.03,12112.82,1.59,60.5,5.6
2004-06-11,26.4,11.09,1.67,4.96,2.99,19.95,1.55,4.79,95.6,5.99,0.37,1.03,0.03,12112.82,1.59,60.5,5.6
2004-06-12,26.4,11.09,1.67,4.96,2.99,19.93,1.55,4.79,95.6,5.99,0.37,1.03,0.03,12112.82,1.59,60.5,5.6
2004-06-13,26.4,11.09,1.67,4.96,2.99,19.91,1.55,4.79,95.6,5.99,0.37,1.03,0.03,12112.82,1.59,60.5,5.6
2004-06-14,26.4,11.09,1.67,4.96,2.99,19.88,1.55,4.87,95.6,5.99,0.37,1.03,0.03,12112.82,1.59,60.5,5.6
2004-06-15,26.4,11.09,1.67,4.96,2.99,19.86,1.55,4.69,95.6,5.99,0.37,1.03,0.03,12112.82,1.59,60.5,5.6
2004-06-16,26.4,11.09,1.67,4.96,2.99,19.84,1.55,4.73,95.6,5.99,0.37,1.03,0.03,12112.82,1.59,60.5,5.6
2004-06-17,26.4,11.09,1.67,4.96,2.99,19.82,1.55,4.69,95.6,5.99,0.37,1.03,0.03,12112.82,1.59,60.5,5.6
2004-06-18,26.4,11.09,1.67,4.96,2.99,19.8,1.55,4.71,95.6,5.99,0.37,1.03,0.03,12112.82,1.59,60.5,5.6
2004-06-19,26.4,11.09,1.67,4.96,2.99,19.77,1.55,4.71,95.6,5.99,0.37,1.03,0.03,12112.82,1.59,60.5,5.6
2004-06-20,26.4,11.09,1.67,4.96,2.99,19.75,1.55,4.71,95.6,5.99,0.37,1.03,0.03,12112.82,1.59,60.5,5.6
2004-06-21,26.4,11.09,1.67,4.96,2.99,19.73,1.55,4.69,95.6,5.99,0.37,1.03,0.03,12112.82,1.59,60.5,5.6
2004-06-22,26.4,11.09,1.67,4.96,2.99,19.71,1.55,4.7,95.6,5.99,0.37,1.03,0.03,12112.82,1.59,60.5,5.6
2004-06-23,26.4,11.09,1.67,4.96,2.99,19.69,1.55,4.7,95.6,5.99,0.37,1.03,0.03,12112.82,1.59,60.5,5.6
2004-06-24,26.4,11.09,1.67,4.96,2.99,19.66,1.55,4.65,95.6,5.99,0.37,1.03,0.03,12112.82,1.59,60.5,5.6
2004-06-25,26.4,11.09,1.67,4.96,2.99,19.64,1.55,4.64,95.6,5.99,0.37,1.03,0.03,12112.82,1.59,60.5,5.6
2004-06-26,26.4,11.09,1.67,4.96,2.99,19.62,1.55,4.64,95.6,5.99,0.37,1.03,0.03,12112.82,1.59,60.5,5.6
2004-06-27,26.4,11.09,1.67,4.96,2.99,19.6,1.55,4.64,95.6,5.99,0.37,1.03,0.03,12112.82,1.59,60.5,5.6
2004-06-28,26.4,11.09,1.67,4.96,2.99,19.58,1.55,4.74,95.6,5.99,0.37,1.03,0.03,12112.82,1.59,60.5,5.6
